ID,ECLO
ACCIDENT_39829,4.486577
ACCIDENT_39830,4.819577
ACCIDENT_39831,4.6974273
ACCIDENT_39832,4.671401
ACCIDENT_39833,4.905589
ACCIDENT_39834,4.708357
ACCIDENT_39835,3.97298
ACCIDENT_39836,4.8257885
ACCIDENT_39837,4.396962
ACCIDENT_39838,4.48695
ACCIDENT_39839,4.772708
ACCIDENT_39840,4.5563364
ACCIDENT_39841,4.526472
ACCIDENT_39842,4.186546
ACCIDENT_39843,4.4355474
ACCIDENT_39844,4.092867
ACCIDENT_39845,4.9267254
ACCIDENT_39846,4.1474104
ACCIDENT_39847,4.3351097
ACCIDENT_39848,4.50979
ACCIDENT_39849,4.050223
ACCIDENT_39850,3.4549074
ACCIDENT_39851,4.2835474
ACCIDENT_39852,3.9795928
ACCIDENT_39853,3.5197031
ACCIDENT_39854,4.1758423
ACCIDENT_39855,4.3540373
ACCIDENT_39856,4.099523
ACCIDENT_39857,4.1719685
ACCIDENT_39858,4.2136045
ACCIDENT_39859,4.292201
ACCIDENT_39860,4.2416043
ACCIDENT_39861,3.4549074
ACCIDENT_39862,4.4271793
ACCIDENT_39863,3.4549074
ACCIDENT_39864,3.710061
ACCIDENT_39865,3.9225755
ACCIDENT_39866,4.3064303
ACCIDENT_39867,4.2098885
ACCIDENT_39868,4.40732
ACCIDENT_39869,4.53226
ACCIDENT_39870,4.4845986
ACCIDENT_39871,4.3872595
ACCIDENT_39872,4.10573
ACCIDENT_39873,4.0986214
ACCIDENT_39874,4.534721
ACCIDENT_39875,4.4376154
ACCIDENT_39876,3.9549854
ACCIDENT_39877,4.4168916
ACCIDENT_39878,3.9815583
ACCIDENT_39879,4.210305
ACCIDENT_39880,3.4549074
ACCIDENT_39881,3.7342715
ACCIDENT_39882,4.4138126
ACCIDENT_39883,4.003006
ACCIDENT_39884,4.154374
ACCIDENT_39885,4.1880455
ACCIDENT_39886,3.8333366
ACCIDENT_39887,3.9421327
ACCIDENT_39888,4.0921984
ACCIDENT_39889,3.4576907
ACCIDENT_39890,4.2311053
ACCIDENT_39891,4.3198385
ACCIDENT_39892,3.8003693
ACCIDENT_39893,4.333175
ACCIDENT_39894,3.4549074
ACCIDENT_39895,4.097333
ACCIDENT_39896,4.1257553
ACCIDENT_39897,4.1837764
ACCIDENT_39898,3.6662064
ACCIDENT_39899,4.333824
ACCIDENT_39900,4.0959597
ACCIDENT_39901,5.171794
ACCIDENT_39902,3.4549074
ACCIDENT_39903,4.24065
ACCIDENT_39904,3.4909844
ACCIDENT_39905,4.350069
ACCIDENT_39906,4.2222223
ACCIDENT_39907,4.0716047
ACCIDENT_39908,4.512741
ACCIDENT_39909,3.932085
ACCIDENT_39910,4.0715814
ACCIDENT_39911,4.160476
ACCIDENT_39912,4.0142436
ACCIDENT_39913,3.9709988
ACCIDENT_39914,3.802339
ACCIDENT_39915,3.8645058
ACCIDENT_39916,4.1216364
ACCIDENT_39917,3.6498623
ACCIDENT_39918,4.5069404
ACCIDENT_39919,4.253711
ACCIDENT_39920,3.9933877
ACCIDENT_39921,4.230447
ACCIDENT_39922,4.3009205
ACCIDENT_39923,3.4549074
ACCIDENT_39924,4.3438125
ACCIDENT_39925,4.3648415
ACCIDENT_39926,4.3643093
ACCIDENT_39927,3.4549074
ACCIDENT_39928,4.35981
ACCIDENT_39929,4.090662
ACCIDENT_39930,4.1798086
ACCIDENT_39931,4.0747595
ACCIDENT_39932,4.0032644
ACCIDENT_39933,4.0329137
ACCIDENT_39934,3.9542348
ACCIDENT_39935,3.9438484
ACCIDENT_39936,3.9489331
ACCIDENT_39937,3.8194895
ACCIDENT_39938,4.408284
ACCIDENT_39939,3.4549074
ACCIDENT_39940,4.0587997
ACCIDENT_39941,3.8563948
ACCIDENT_39942,3.4549074
ACCIDENT_39943,4.296071
ACCIDENT_39944,3.986059
ACCIDENT_39945,3.4549074
ACCIDENT_39946,5.287677
ACCIDENT_39947,3.9395177
ACCIDENT_39948,4.043425
ACCIDENT_39949,3.9524887
ACCIDENT_39950,4.133479
ACCIDENT_39951,4.0588293
ACCIDENT_39952,4.171937
ACCIDENT_39953,4.008423
ACCIDENT_39954,4.848035
ACCIDENT_39955,4.273052
ACCIDENT_39956,4.3539276
ACCIDENT_39957,4.020117
ACCIDENT_39958,4.06059
ACCIDENT_39959,4.003633
ACCIDENT_39960,4.213002
ACCIDENT_39961,4.2663155
ACCIDENT_39962,4.337832
ACCIDENT_39963,4.15357
ACCIDENT_39964,4.2874203
ACCIDENT_39965,4.541324
ACCIDENT_39966,3.4549074
ACCIDENT_39967,4.267773
ACCIDENT_39968,4.2820086
ACCIDENT_39969,3.4549074
ACCIDENT_39970,4.2652893
ACCIDENT_39971,3.8926299
ACCIDENT_39972,3.9399295
ACCIDENT_39973,3.4549074
ACCIDENT_39974,4.139516
ACCIDENT_39975,4.062888
ACCIDENT_39976,3.7096047
ACCIDENT_39977,4.2252426
ACCIDENT_39978,4.0037603
ACCIDENT_39979,3.9191685
ACCIDENT_39980,3.9507356
ACCIDENT_39981,3.4549074
ACCIDENT_39982,4.253173
ACCIDENT_39983,3.560481
ACCIDENT_39984,3.7252808
ACCIDENT_39985,4.3331842
ACCIDENT_39986,4.266144
ACCIDENT_39987,4.0594664
ACCIDENT_39988,3.9487822
ACCIDENT_39989,3.9876
ACCIDENT_39990,3.8463259
ACCIDENT_39991,4.038598
ACCIDENT_39992,4.4419804
ACCIDENT_39993,4.3974814
ACCIDENT_39994,4.208641
ACCIDENT_39995,4.158395
ACCIDENT_39996,4.306501
ACCIDENT_39997,4.3575506
ACCIDENT_39998,3.4549074
ACCIDENT_39999,4.0353136
ACCIDENT_40000,4.620351
ACCIDENT_40001,4.7106485
ACCIDENT_40002,4.123087
ACCIDENT_40003,4.001646
ACCIDENT_40004,3.4549074
ACCIDENT_40005,4.803651
ACCIDENT_40006,4.734474
ACCIDENT_40007,4.9309826
ACCIDENT_40008,4.649441
ACCIDENT_40009,4.407496
ACCIDENT_40010,4.6470966
ACCIDENT_40011,4.3810835
ACCIDENT_40012,3.507438
ACCIDENT_40013,4.2687235
ACCIDENT_40014,4.1286697
ACCIDENT_40015,4.1284704
ACCIDENT_40016,4.111292
ACCIDENT_40017,4.2781734
ACCIDENT_40018,3.4549074
ACCIDENT_40019,4.4109287
ACCIDENT_40020,4.8416195
ACCIDENT_40021,4.3726873
ACCIDENT_40022,3.4549074
ACCIDENT_40023,4.3212566
ACCIDENT_40024,4.2705135
ACCIDENT_40025,4.172907
ACCIDENT_40026,4.046382
ACCIDENT_40027,4.2941065
ACCIDENT_40028,3.8896677
ACCIDENT_40029,4.46906
ACCIDENT_40030,4.4240675
ACCIDENT_40031,4.4944487
ACCIDENT_40032,4.328616
ACCIDENT_40033,4.410466
ACCIDENT_40034,4.29667
ACCIDENT_40035,4.3524475
ACCIDENT_40036,4.2262554
ACCIDENT_40037,3.8033948
ACCIDENT_40038,4.0042686
ACCIDENT_40039,4.9115686
ACCIDENT_40040,4.3817434
ACCIDENT_40041,4.3880215
ACCIDENT_40042,4.427295
ACCIDENT_40043,4.2921314
ACCIDENT_40044,4.223707
ACCIDENT_40045,4.0462804
ACCIDENT_40046,4.395745
ACCIDENT_40047,4.341147
ACCIDENT_40048,4.371963
ACCIDENT_40049,4.4108768
ACCIDENT_40050,3.640524
ACCIDENT_40051,4.419571
ACCIDENT_40052,4.5067472
ACCIDENT_40053,4.5720387
ACCIDENT_40054,4.8422337
ACCIDENT_40055,4.038456
ACCIDENT_40056,4.174898
ACCIDENT_40057,3.4549074
ACCIDENT_40058,4.163414
ACCIDENT_40059,4.269697
ACCIDENT_40060,4.3299513
ACCIDENT_40061,3.9363775
ACCIDENT_40062,4.3740473
ACCIDENT_40063,4.2883363
ACCIDENT_40064,4.099287
ACCIDENT_40065,4.169465
ACCIDENT_40066,4.0783863
ACCIDENT_40067,4.1778803
ACCIDENT_40068,4.0751057
ACCIDENT_40069,4.3410716
ACCIDENT_40070,3.6161366
ACCIDENT_40071,4.0009
ACCIDENT_40072,4.2128506
ACCIDENT_40073,3.995909
ACCIDENT_40074,3.4549074
ACCIDENT_40075,4.3520412
ACCIDENT_40076,4.19625
ACCIDENT_40077,4.1071305
ACCIDENT_40078,4.583349
ACCIDENT_40079,4.266596
ACCIDENT_40080,4.0433893
ACCIDENT_40081,3.7384334
ACCIDENT_40082,4.0766683
ACCIDENT_40083,4.3300543
ACCIDENT_40084,4.343026
ACCIDENT_40085,4.404674
ACCIDENT_40086,4.5723696
ACCIDENT_40087,4.270364
ACCIDENT_40088,4.1486697
ACCIDENT_40089,4.060973
ACCIDENT_40090,4.102513
ACCIDENT_40091,3.4549074
ACCIDENT_40092,3.889761
ACCIDENT_40093,4.3043823
ACCIDENT_40094,4.089348
ACCIDENT_40095,4.1022234
ACCIDENT_40096,4.1394577
ACCIDENT_40097,3.4549074
ACCIDENT_40098,3.9196198
ACCIDENT_40099,3.4549074
ACCIDENT_40100,3.7576904
ACCIDENT_40101,4.5487175
ACCIDENT_40102,3.9455624
ACCIDENT_40103,3.8875523
ACCIDENT_40104,3.4549074
ACCIDENT_40105,3.9112887
ACCIDENT_40106,4.1434393
ACCIDENT_40107,3.4549074
ACCIDENT_40108,3.6857438
ACCIDENT_40109,3.8670058
ACCIDENT_40110,4.095686
ACCIDENT_40111,3.4549074
ACCIDENT_40112,3.8197336
ACCIDENT_40113,4.62257
ACCIDENT_40114,4.269311
ACCIDENT_40115,4.3446445
ACCIDENT_40116,4.2322254
ACCIDENT_40117,4.3828573
ACCIDENT_40118,4.052865
ACCIDENT_40119,4.0630713
ACCIDENT_40120,3.4549074
ACCIDENT_40121,4.065836
ACCIDENT_40122,4.0862494
ACCIDENT_40123,4.1758575
ACCIDENT_40124,3.931862
ACCIDENT_40125,4.156208
ACCIDENT_40126,3.4549074
ACCIDENT_40127,3.9597876
ACCIDENT_40128,3.8689094
ACCIDENT_40129,3.4549074
ACCIDENT_40130,4.0816
ACCIDENT_40131,4.0562377
ACCIDENT_40132,3.4549074
ACCIDENT_40133,4.155541
ACCIDENT_40134,3.6270773
ACCIDENT_40135,3.8719254
ACCIDENT_40136,4.002553
ACCIDENT_40137,4.278084
ACCIDENT_40138,4.177928
ACCIDENT_40139,3.4549074
ACCIDENT_40140,4.108123
ACCIDENT_40141,4.293602
ACCIDENT_40142,3.9623227
ACCIDENT_40143,4.3319683
ACCIDENT_40144,4.159974
ACCIDENT_40145,3.9951136
ACCIDENT_40146,3.4549074
ACCIDENT_40147,3.4988177
ACCIDENT_40148,4.203969
ACCIDENT_40149,4.462599
ACCIDENT_40150,4.5729685
ACCIDENT_40151,4.493723
ACCIDENT_40152,3.4549074
ACCIDENT_40153,3.9214401
ACCIDENT_40154,3.9602997
ACCIDENT_40155,3.8206096
ACCIDENT_40156,3.5911574
ACCIDENT_40157,4.4593906
ACCIDENT_40158,3.7294204
ACCIDENT_40159,3.4549074
ACCIDENT_40160,3.4982548
ACCIDENT_40161,3.6979327
ACCIDENT_40162,4.2476683
ACCIDENT_40163,4.06367
ACCIDENT_40164,4.511276
ACCIDENT_40165,3.93138
ACCIDENT_40166,4.147086
ACCIDENT_40167,4.0700564
ACCIDENT_40168,3.4549074
ACCIDENT_40169,4.1329823
ACCIDENT_40170,4.0315895
ACCIDENT_40171,4.1265674
ACCIDENT_40172,4.0779085
ACCIDENT_40173,4.134841
ACCIDENT_40174,4.5862513
ACCIDENT_40175,3.674079
ACCIDENT_40176,4.3294525
ACCIDENT_40177,3.4549074
ACCIDENT_40178,3.4549074
ACCIDENT_40179,4.1546383
ACCIDENT_40180,3.7922387
ACCIDENT_40181,3.9514067
ACCIDENT_40182,3.9598463
ACCIDENT_40183,4.496344
ACCIDENT_40184,3.4549074
ACCIDENT_40185,3.4549074
ACCIDENT_40186,4.266959
ACCIDENT_40187,3.813748
ACCIDENT_40188,4.0299387
ACCIDENT_40189,3.9793425
ACCIDENT_40190,3.9322639
ACCIDENT_40191,3.4549074
ACCIDENT_40192,4.0429106
ACCIDENT_40193,4.1824064
ACCIDENT_40194,4.2271056
ACCIDENT_40195,4.280529
ACCIDENT_40196,4.041614
ACCIDENT_40197,3.5259523
ACCIDENT_40198,3.4549074
ACCIDENT_40199,4.7556067
ACCIDENT_40200,4.052087
ACCIDENT_40201,4.1814246
ACCIDENT_40202,3.944385
ACCIDENT_40203,4.253556
ACCIDENT_40204,4.2239823
ACCIDENT_40205,4.044199
ACCIDENT_40206,3.9198396
ACCIDENT_40207,4.5086346
ACCIDENT_40208,3.4549074
ACCIDENT_40209,3.4549074
ACCIDENT_40210,4.0657034
ACCIDENT_40211,3.9823685
ACCIDENT_40212,4.3773146
ACCIDENT_40213,4.0958567
ACCIDENT_40214,3.9974008
ACCIDENT_40215,4.1904435
ACCIDENT_40216,3.955499
ACCIDENT_40217,3.4549074
ACCIDENT_40218,4.145384
ACCIDENT_40219,5.035349
ACCIDENT_40220,3.4549074
ACCIDENT_40221,4.125455
ACCIDENT_40222,4.375841
ACCIDENT_40223,4.3992567
ACCIDENT_40224,4.376482
ACCIDENT_40225,4.660347
ACCIDENT_40226,4.5057464
ACCIDENT_40227,4.4251995
ACCIDENT_40228,3.9545226
ACCIDENT_40229,4.0674653
ACCIDENT_40230,4.7896876
ACCIDENT_40231,4.5850706
ACCIDENT_40232,4.232747
ACCIDENT_40233,4.710718
ACCIDENT_40234,4.4860735
ACCIDENT_40235,4.3406234
ACCIDENT_40236,4.188059
ACCIDENT_40237,4.3419695
ACCIDENT_40238,4.2154446
ACCIDENT_40239,4.510685
ACCIDENT_40240,4.2577915
ACCIDENT_40241,4.790059
ACCIDENT_40242,4.173498
ACCIDENT_40243,4.23431
ACCIDENT_40244,4.360835
ACCIDENT_40245,4.380883
ACCIDENT_40246,4.3986692
ACCIDENT_40247,4.8154845
ACCIDENT_40248,3.6776762
ACCIDENT_40249,4.7678475
ACCIDENT_40250,4.6383758
ACCIDENT_40251,4.4443913
ACCIDENT_40252,4.483747
ACCIDENT_40253,4.564168
ACCIDENT_40254,3.4549074
ACCIDENT_40255,3.5431314
ACCIDENT_40256,4.3817134
ACCIDENT_40257,3.6660209
ACCIDENT_40258,4.31474
ACCIDENT_40259,4.3770742
ACCIDENT_40260,4.546258
ACCIDENT_40261,4.540797
ACCIDENT_40262,4.4256525
ACCIDENT_40263,4.6427774
ACCIDENT_40264,4.498169
ACCIDENT_40265,4.712881
ACCIDENT_40266,4.991581
ACCIDENT_40267,4.453802
ACCIDENT_40268,4.3925676
ACCIDENT_40269,4.4959965
ACCIDENT_40270,4.8477173
ACCIDENT_40271,4.945325
ACCIDENT_40272,3.4549074
ACCIDENT_40273,3.4549074
ACCIDENT_40274,3.6990366
ACCIDENT_40275,4.1096478
ACCIDENT_40276,4.1351357
ACCIDENT_40277,3.4549074
ACCIDENT_40278,3.4549074
ACCIDENT_40279,4.1853285
ACCIDENT_40280,4.7319527
ACCIDENT_40281,4.174628
ACCIDENT_40282,4.6842575
ACCIDENT_40283,4.7376447
ACCIDENT_40284,4.4362397
ACCIDENT_40285,4.085019
ACCIDENT_40286,4.2325416
ACCIDENT_40287,4.279771
ACCIDENT_40288,4.295797
ACCIDENT_40289,4.278426
ACCIDENT_40290,3.839635
ACCIDENT_40291,4.244245
ACCIDENT_40292,4.4367595
ACCIDENT_40293,4.138901
ACCIDENT_40294,3.4637227
ACCIDENT_40295,4.063732
ACCIDENT_40296,4.4560804
ACCIDENT_40297,4.0387173
ACCIDENT_40298,3.92789
ACCIDENT_40299,4.005496
ACCIDENT_40300,3.4549074
ACCIDENT_40301,3.958241
ACCIDENT_40302,3.4549074
ACCIDENT_40303,3.4549074
ACCIDENT_40304,4.2497563
ACCIDENT_40305,4.1626463
ACCIDENT_40306,3.4549074
ACCIDENT_40307,3.948232
ACCIDENT_40308,3.8084836
ACCIDENT_40309,4.5911493
ACCIDENT_40310,3.4549074
ACCIDENT_40311,4.3008757
ACCIDENT_40312,4.7101727
ACCIDENT_40313,4.1482763
ACCIDENT_40314,3.4549074
ACCIDENT_40315,4.088006
ACCIDENT_40316,4.218194
ACCIDENT_40317,4.368826
ACCIDENT_40318,3.4549074
ACCIDENT_40319,4.2300305
ACCIDENT_40320,4.505159
ACCIDENT_40321,4.034626
ACCIDENT_40322,4.4835224
ACCIDENT_40323,4.697471
ACCIDENT_40324,4.315029
ACCIDENT_40325,3.4549074
ACCIDENT_40326,4.048135
ACCIDENT_40327,4.0540657
ACCIDENT_40328,4.0998096
ACCIDENT_40329,4.212672
ACCIDENT_40330,4.1940937
ACCIDENT_40331,4.02265
ACCIDENT_40332,4.2135644
ACCIDENT_40333,4.1363773
ACCIDENT_40334,3.7606568
ACCIDENT_40335,4.788043
ACCIDENT_40336,3.7079344
ACCIDENT_40337,4.136897
ACCIDENT_40338,4.2508936
ACCIDENT_40339,4.4562826
ACCIDENT_40340,3.9134524
ACCIDENT_40341,3.8117268
ACCIDENT_40342,4.120297
ACCIDENT_40343,4.408805
ACCIDENT_40344,4.4472504
ACCIDENT_40345,4.2905
ACCIDENT_40346,4.3864117
ACCIDENT_40347,4.323087
ACCIDENT_40348,4.1027603
ACCIDENT_40349,4.480274
ACCIDENT_40350,3.6237774
ACCIDENT_40351,4.315749
ACCIDENT_40352,3.9562557
ACCIDENT_40353,3.832124
ACCIDENT_40354,4.5657907
ACCIDENT_40355,4.457527
ACCIDENT_40356,4.1711483
ACCIDENT_40357,4.2680597
ACCIDENT_40358,3.952715
ACCIDENT_40359,3.9589314
ACCIDENT_40360,4.015773
ACCIDENT_40361,3.8882837
ACCIDENT_40362,3.9521143
ACCIDENT_40363,3.8519535
ACCIDENT_40364,4.5169525
ACCIDENT_40365,4.3041143
ACCIDENT_40366,4.2071342
ACCIDENT_40367,4.2071342
ACCIDENT_40368,3.8588018
ACCIDENT_40369,3.4549074
ACCIDENT_40370,4.067444
ACCIDENT_40371,3.9676707
ACCIDENT_40372,3.8755028
ACCIDENT_40373,3.9153674
ACCIDENT_40374,4.0626526
ACCIDENT_40375,3.4549074
ACCIDENT_40376,3.4549074
ACCIDENT_40377,3.8078475
ACCIDENT_40378,4.0169706
ACCIDENT_40379,3.4549074
ACCIDENT_40380,4.37188
ACCIDENT_40381,4.228312
ACCIDENT_40382,4.0898647
ACCIDENT_40383,4.1886063
ACCIDENT_40384,4.2111936
ACCIDENT_40385,4.4079
ACCIDENT_40386,4.1590524
ACCIDENT_40387,4.277367
ACCIDENT_40388,3.4549074
ACCIDENT_40389,4.3244357
ACCIDENT_40390,4.0015125
ACCIDENT_40391,3.9972353
ACCIDENT_40392,3.892185
ACCIDENT_40393,3.4549074
ACCIDENT_40394,3.4549074
ACCIDENT_40395,4.1020203
ACCIDENT_40396,3.9332125
ACCIDENT_40397,3.881938
ACCIDENT_40398,3.9524975
ACCIDENT_40399,3.8817096
ACCIDENT_40400,3.4549074
ACCIDENT_40401,3.9912536
ACCIDENT_40402,4.1921415
ACCIDENT_40403,3.8167996
ACCIDENT_40404,4.2552767
ACCIDENT_40405,3.4549074
ACCIDENT_40406,3.4549074
ACCIDENT_40407,4.0431385
ACCIDENT_40408,4.320071
ACCIDENT_40409,3.4549074
ACCIDENT_40410,4.1005335
ACCIDENT_40411,4.1933994
ACCIDENT_40412,3.8312342
ACCIDENT_40413,4.29488
ACCIDENT_40414,4.1384234
ACCIDENT_40415,4.642471
ACCIDENT_40416,4.0853333
ACCIDENT_40417,3.9527996
ACCIDENT_40418,3.4549074
ACCIDENT_40419,4.0250955
ACCIDENT_40420,3.7099628
ACCIDENT_40421,3.983382
ACCIDENT_40422,4.186651
ACCIDENT_40423,3.8444233
ACCIDENT_40424,4.279478
ACCIDENT_40425,4.0962
ACCIDENT_40426,4.1049995
ACCIDENT_40427,4.2283297
ACCIDENT_40428,4.2161303
ACCIDENT_40429,4.4315424
ACCIDENT_40430,4.2486677
ACCIDENT_40431,4.216722
ACCIDENT_40432,3.8889563
ACCIDENT_40433,4.6688824
ACCIDENT_40434,4.2483816
ACCIDENT_40435,3.4549074
ACCIDENT_40436,4.333832
ACCIDENT_40437,4.339467
ACCIDENT_40438,4.592119
ACCIDENT_40439,4.2442393
ACCIDENT_40440,4.933956
ACCIDENT_40441,4.8049946
ACCIDENT_40442,4.7213116
ACCIDENT_40443,4.635129
ACCIDENT_40444,3.6998322
ACCIDENT_40445,3.663457
ACCIDENT_40446,4.3727074
ACCIDENT_40447,4.0808787
ACCIDENT_40448,3.4549074
