ID,ECLO
ACCIDENT_40144,4.092024
ACCIDENT_40145,3.890705
ACCIDENT_40146,3.1701155
ACCIDENT_40147,3.4448538
ACCIDENT_40148,4.128862
ACCIDENT_40149,4.640131
ACCIDENT_40150,4.610563
ACCIDENT_40151,4.532988
ACCIDENT_40152,3.5073943
ACCIDENT_40153,3.8036523
ACCIDENT_40154,3.9198098
ACCIDENT_40155,3.809815
ACCIDENT_40156,3.3510704
ACCIDENT_40157,4.452321
ACCIDENT_40158,3.7016768
ACCIDENT_40159,3.687788
ACCIDENT_40160,3.4168687
ACCIDENT_40161,3.5580506
ACCIDENT_40162,4.225674
ACCIDENT_40163,4.0246787
ACCIDENT_40164,4.4698644
ACCIDENT_40165,3.8869567
ACCIDENT_40166,4.087815
ACCIDENT_40167,4.0298734
ACCIDENT_40168,3.2003098
ACCIDENT_40169,4.0521226
ACCIDENT_40170,3.9703941
ACCIDENT_40171,3.9106064
ACCIDENT_40172,4.0556855
ACCIDENT_40173,3.9736028
ACCIDENT_40174,4.5507693
ACCIDENT_40175,3.5133872
ACCIDENT_40176,4.3103547
ACCIDENT_40177,3.4872136
ACCIDENT_40178,3.5349822
ACCIDENT_40179,3.900505
ACCIDENT_40180,3.9022236
ACCIDENT_40181,3.9391766
ACCIDENT_40182,3.7124095
ACCIDENT_40183,4.5163765
ACCIDENT_40184,3.8297858
ACCIDENT_40185,3.3040524
ACCIDENT_40186,4.2532063
ACCIDENT_40187,3.552607
ACCIDENT_40188,4.0094404
ACCIDENT_40189,3.9281354
ACCIDENT_40190,3.8910632
ACCIDENT_40191,3.4348278
ACCIDENT_40192,4.0138264
ACCIDENT_40193,4.164843
ACCIDENT_40194,4.2129297
ACCIDENT_40195,3.959876
ACCIDENT_40196,3.9996915
ACCIDENT_40197,3.5100584
ACCIDENT_40198,3.3463335
ACCIDENT_40199,4.7633486
ACCIDENT_40200,3.7795892
ACCIDENT_40201,4.1584444
ACCIDENT_40202,3.876668
ACCIDENT_40203,4.2170687
ACCIDENT_40204,4.151314
ACCIDENT_40205,3.9500647
ACCIDENT_40206,3.7906737
ACCIDENT_40207,4.4822
ACCIDENT_40208,3.4342256
ACCIDENT_40209,3.2518978
ACCIDENT_40210,3.8142471
ACCIDENT_40211,3.920762
ACCIDENT_40212,4.3504252
ACCIDENT_40213,3.9945464
ACCIDENT_40214,3.9010153
ACCIDENT_40215,4.1607985
ACCIDENT_40216,3.8885155
ACCIDENT_40217,3.4341993
ACCIDENT_40218,4.229131
ACCIDENT_40219,5.15153
ACCIDENT_40220,3.939424
ACCIDENT_40221,4.0239143
ACCIDENT_40222,4.400933
ACCIDENT_40223,4.370537
ACCIDENT_40224,4.3686314
ACCIDENT_40225,4.633667
ACCIDENT_40226,4.4725738
ACCIDENT_40227,4.3793087
ACCIDENT_40228,3.9050803
ACCIDENT_40229,4.0320396
ACCIDENT_40230,4.773864
ACCIDENT_40231,4.545004
ACCIDENT_40232,4.1427474
ACCIDENT_40233,4.895009
ACCIDENT_40234,4.433253
ACCIDENT_40235,4.308057
ACCIDENT_40236,4.2198195
ACCIDENT_40237,4.3995957
ACCIDENT_40238,4.263474
ACCIDENT_40239,4.5472054
ACCIDENT_40240,4.255151
ACCIDENT_40241,4.922282
ACCIDENT_40242,4.1936364
ACCIDENT_40243,4.31704
ACCIDENT_40244,4.4531617
ACCIDENT_40245,4.550955
ACCIDENT_40246,4.252385
ACCIDENT_40247,4.7894826
ACCIDENT_40248,3.4806142
ACCIDENT_40249,4.7764983
ACCIDENT_40250,4.6327424
ACCIDENT_40251,4.414701
ACCIDENT_40252,4.468735
ACCIDENT_40253,4.8237305
ACCIDENT_40254,3.1657305
ACCIDENT_40255,3.8421926
ACCIDENT_40256,4.3304834
ACCIDENT_40257,3.2305155
ACCIDENT_40258,4.2926865
ACCIDENT_40259,4.0809007
ACCIDENT_40260,4.5115047
ACCIDENT_40261,4.5912423
ACCIDENT_40262,4.436537
ACCIDENT_40263,4.6952176
ACCIDENT_40264,4.5679846
ACCIDENT_40265,4.842048
ACCIDENT_40266,5.231404
ACCIDENT_40267,4.5278926
ACCIDENT_40268,4.537481
ACCIDENT_40269,4.6709733
ACCIDENT_40270,5.083436
ACCIDENT_40271,5.1119018
ACCIDENT_40272,3.5513186
ACCIDENT_40273,3.5374317
ACCIDENT_40274,3.614276
ACCIDENT_40275,4.101228
ACCIDENT_40276,4.171137
ACCIDENT_40277,3.9038973
ACCIDENT_40278,3.8802342
ACCIDENT_40279,4.1958632
ACCIDENT_40280,4.726905
ACCIDENT_40281,4.1341143
ACCIDENT_40282,4.6807323
ACCIDENT_40283,4.6888485
ACCIDENT_40284,4.385554
ACCIDENT_40285,4.0397778
ACCIDENT_40286,4.190373
ACCIDENT_40287,4.206276
ACCIDENT_40288,4.614837
ACCIDENT_40289,4.220605
ACCIDENT_40290,3.6741562
ACCIDENT_40291,4.2315626
ACCIDENT_40292,4.467591
ACCIDENT_40293,4.0875115
ACCIDENT_40294,3.3021502
ACCIDENT_40295,4.063017
ACCIDENT_40296,4.5603805
ACCIDENT_40297,3.996282
ACCIDENT_40298,3.8290377
ACCIDENT_40299,4.133636
ACCIDENT_40300,3.115385
ACCIDENT_40301,3.9637218
ACCIDENT_40302,3.4232717
ACCIDENT_40303,3.1881146
ACCIDENT_40304,4.222241
ACCIDENT_40305,4.123515
ACCIDENT_40306,3.2782087
ACCIDENT_40307,3.871491
ACCIDENT_40308,3.7106218
ACCIDENT_40309,4.568001
ACCIDENT_40310,3.8216505
ACCIDENT_40311,4.220594
ACCIDENT_40312,4.7041845
ACCIDENT_40313,4.081486
ACCIDENT_40314,3.2748256
ACCIDENT_40315,4.0416684
ACCIDENT_40316,4.2305956
ACCIDENT_40317,4.387094
ACCIDENT_40318,3.4243226
ACCIDENT_40319,4.26277
ACCIDENT_40320,4.5823383
ACCIDENT_40321,4.0753217
ACCIDENT_40322,4.5770736
ACCIDENT_40323,4.785613
ACCIDENT_40324,4.477056
ACCIDENT_40325,3.5228257
ACCIDENT_40326,4.031964
ACCIDENT_40327,4.0521884
ACCIDENT_40328,4.1274343
ACCIDENT_40329,4.2531443
ACCIDENT_40330,4.1935573
ACCIDENT_40331,4.034178
ACCIDENT_40332,4.1825137
ACCIDENT_40333,4.148328
ACCIDENT_40334,3.6470423
ACCIDENT_40335,4.7717624
ACCIDENT_40336,3.4582143
ACCIDENT_40337,4.10484
ACCIDENT_40338,4.2043447
ACCIDENT_40339,4.4409404
ACCIDENT_40340,3.8746161
ACCIDENT_40341,3.7249012
ACCIDENT_40342,4.08487
ACCIDENT_40343,4.374533
ACCIDENT_40344,4.578964
ACCIDENT_40345,4.2794595
ACCIDENT_40346,4.3757596
ACCIDENT_40347,4.293855
ACCIDENT_40348,4.070434
ACCIDENT_40349,4.439003
ACCIDENT_40350,3.6486034
ACCIDENT_40351,4.283931
ACCIDENT_40352,3.7421331
ACCIDENT_40353,3.6176014
ACCIDENT_40354,4.3314433
ACCIDENT_40355,4.4409256
ACCIDENT_40356,4.166893
ACCIDENT_40357,4.3514895
ACCIDENT_40358,3.7580786
ACCIDENT_40359,3.9206386
ACCIDENT_40360,3.974553
ACCIDENT_40361,3.9133463
ACCIDENT_40362,3.9462857
ACCIDENT_40363,3.9170165
ACCIDENT_40364,4.507596
ACCIDENT_40365,4.2654223
ACCIDENT_40366,4.223013
ACCIDENT_40367,4.223013
ACCIDENT_40368,3.8084316
ACCIDENT_40369,3.4439244
ACCIDENT_40370,4.0224633
ACCIDENT_40371,3.9010448
ACCIDENT_40372,3.817299
ACCIDENT_40373,3.8592424
ACCIDENT_40374,3.8062825
ACCIDENT_40375,3.379683
ACCIDENT_40376,3.852838
ACCIDENT_40377,3.4755068
ACCIDENT_40378,3.9682155
ACCIDENT_40379,3.0565262
ACCIDENT_40380,4.3208447
ACCIDENT_40381,4.196984
ACCIDENT_40382,4.082476
ACCIDENT_40383,4.1140394
ACCIDENT_40384,4.4514813
ACCIDENT_40385,4.3801446
ACCIDENT_40386,4.0696054
ACCIDENT_40387,4.229919
ACCIDENT_40388,3.4327073
ACCIDENT_40389,4.334023
ACCIDENT_40390,3.94061
ACCIDENT_40391,4.008232
ACCIDENT_40392,3.6258016
ACCIDENT_40393,3.5731153
ACCIDENT_40394,3.4778771
ACCIDENT_40395,4.035605
ACCIDENT_40396,3.8660526
ACCIDENT_40397,3.6959352
ACCIDENT_40398,3.9601612
ACCIDENT_40399,3.9522352
ACCIDENT_40400,3.32379
ACCIDENT_40401,3.9242377
ACCIDENT_40402,4.1282196
ACCIDENT_40403,3.703991
ACCIDENT_40404,4.1675615
ACCIDENT_40405,3.7456856
ACCIDENT_40406,3.407195
ACCIDENT_40407,3.9417815
ACCIDENT_40408,4.2478914
ACCIDENT_40409,3.3128405
ACCIDENT_40410,4.014345
ACCIDENT_40411,4.1473646
ACCIDENT_40412,3.6846848
ACCIDENT_40413,4.2484965
ACCIDENT_40414,4.177151
ACCIDENT_40415,4.708948
ACCIDENT_40416,4.0169525
ACCIDENT_40417,3.8783698
ACCIDENT_40418,3.250609
ACCIDENT_40419,3.9735942
ACCIDENT_40420,3.5740352
ACCIDENT_40421,3.978076
ACCIDENT_40422,4.1922584
ACCIDENT_40423,3.7461581
ACCIDENT_40424,4.2554536
ACCIDENT_40425,4.133525
ACCIDENT_40426,4.083232
ACCIDENT_40427,4.1606555
ACCIDENT_40428,4.1797056
ACCIDENT_40429,4.3813176
ACCIDENT_40430,4.289992
ACCIDENT_40431,4.149892
ACCIDENT_40432,3.770729
ACCIDENT_40433,4.7899094
ACCIDENT_40434,4.0014844
ACCIDENT_40435,3.4841652
ACCIDENT_40436,4.366638
ACCIDENT_40437,4.466187
ACCIDENT_40438,4.7518983
ACCIDENT_40439,4.3224564
ACCIDENT_40440,4.922563
ACCIDENT_40441,4.1892357
ACCIDENT_40442,4.7369657
ACCIDENT_40443,4.6175003
ACCIDENT_40444,3.6645327
ACCIDENT_40445,3.45755
ACCIDENT_40446,4.3496203
ACCIDENT_40447,3.9284315
ACCIDENT_40448,2.79877
ACCIDENT_40449,4.385131
ACCIDENT_40450,5.541286
